DosageForm,Dosage,Drugname,TotalApprovals
INJECTABLE;INJECTION,400MG/100ML,"LIDOCAINE HYDROCHLORIDE 0.4% AND DEXTROSE 5% IN PLASTIC CONTAINER",3
INJECTABLE;INJECTION,"400MG/200ML (2MG/ML)","FLUCONAZOLE IN DEXTROSE 5% IN PLASTIC CONTAINER",3
INJECTABLE;INJECTION,40MG/ML,"ESTRADIOL VALERATE",3
INJECTABLE;INJECTION,"5,000 UNITS/100ML","HEPARIN SODIUM 25,000 UNITS IN SODIUM CHLORIDE 0.9% IN PLASTIC CONTAINER",3
INJECTABLE;INJECTION,"5,000 UNITS/VIAL","CHORIONIC GONADOTROPIN",3
INJECTABLE;INJECTION,"500MG/25ML (20MG/ML)","IRINOTECAN HYDROCHLORIDE",3
INJECTABLE;INJECTION,500MG/VIAL,CYCLOPHOSPHAMIDE,3
INJECTABLE;INJECTION,50MG/ML,"DIPHENHYDRAMINE HYDROCHLORIDE PRESERVATIVE FREE",3
INJECTABLE;INJECTION,50MG/VIAL,"AMPHOTERICIN B",3
INJECTABLE;INJECTION,5GM/100ML;450MG/100ML,"DEXTROSE 5% AND SODIUM CHLORIDE 0.45% IN PLASTIC CONTAINER",3
INJECTABLE;INJECTION,5GM/100ML;900MG/100ML,"DEXTROSE 5% AND SODIUM CHLORIDE 0.9% IN PLASTIC CONTAINER",3
INJECTABLE;INJECTION,5MG/VIAL,MITOMYCIN,3
INJECTABLE;INJECTION,75MG/ML,"MEPERIDINE HYDROCHLORIDE",3
INJECTABLE;INJECTION,800MG/100ML,"LIDOCAINE HYDROCHLORIDE 0.8% AND DEXTROSE 5% IN PLASTIC CONTAINER",3
INJECTABLE;INJECTION,"80MG/8ML (10MG/ML)",DOCETAXEL,3
INJECTABLE;INJECTION,"EQ 0.05MG BASE/ML","FENTANYL CITRATE PRESERVATIVE FREE",3
INJECTABLE;INJECTION,"EQ 0.05MG BASE/ML","OCTREOTIDE ACETATE",3
INJECTABLE;INJECTION,"EQ 0.1MG BASE/ML","OCTREOTIDE ACETATE",3
INJECTABLE;INJECTION,"EQ 0.5MG BASE/ML","OCTREOTIDE ACETATE",3
INJECTABLE;INJECTION,"EQ 1.2GM BASE/VIAL","TOBRAMYCIN SULFATE",3
INJECTABLE;INJECTION,"EQ 1.4MG BASE/ML","GENTAMICIN SULFATE IN SODIUM CHLORIDE 0.9% IN PLASTIC CONTAINER",3
INJECTABLE;INJECTION,"EQ 1.8MG BASE/ML","GENTAMICIN SULFATE IN SODIUM CHLORIDE 0.9% IN PLASTIC CONTAINER",3
INJECTABLE;INJECTION,"EQ 100MG BASE/ML","KETAMINE HYDROCHLORIDE",3
INJECTABLE;INJECTION,"EQ 100MG BASE/ML","VALPROATE SODIUM",3
INJECTABLE;INJECTION,"EQ 100MG BASE/VIAL",DOXYCYCLINE,3
INJECTABLE;INJECTION,"EQ 10GM BASE/VIAL","CEFOTAXIME SODIUM",3
INJECTABLE;INJECTION,"EQ 10MG BASE/ML",NEBCIN,3
INJECTABLE;INJECTION,"EQ 1GM BASE/3ML","KANAMYCIN SULFATE",3
INJECTABLE;INJECTION,"EQ 1GM BASE/VIAL",A-METHAPRED,3
INJECTABLE;INJECTION,"EQ 1GM BASE/VIAL",CEFOTAXIME,3
INJECTABLE;INJECTION,"EQ 1GM BASE/VIAL",ERYTHROCIN,3
INJECTABLE;INJECTION,"EQ 1GM BASE/VIAL","VANCOCIN HYDROCHLORIDE",3
INJECTABLE;INJECTION,"EQ 1MG BASE/ML","MIDAZOLAM HYDROCHLORIDE PRESERVATIVE FREE",3
INJECTABLE;INJECTION,"EQ 1MG BASE/ML (EQ 1MG BASE/ML)","GRANISETRON HYDROCHLORIDE PRESERVATIVE FREE",3
INJECTABLE;INJECTION,"EQ 200MG BASE/VIAL","LEUCOVORIN CALCIUM PRESERVATIVE FREE",3
INJECTABLE;INJECTION,"EQ 20MG BASE/VIAL",CERUBIDINE,3
INJECTABLE;INJECTION,"EQ 250MG BASE/VIAL","CEFAZOLIN SODIUM",3
INJECTABLE;INJECTION,"EQ 250MG BASE/VIAL","OXACILLIN SODIUM",3
INJECTABLE;INJECTION,"EQ 25MG BASE/ML","METHOTREXATE SODIUM",3
INJECTABLE;INJECTION,"EQ 40MG BASE/200ML (EQ 0.2MG BASE/ML)","MILRINONE LACTATE IN DEXTROSE 5% IN PLASTIC CONTAINER",3
INJECTABLE;INJECTION,"EQ 500MG BASE/VIAL",A-METHAPRED,3
INJECTABLE;INJECTION,"EQ 500MG BASE/VIAL","CEFEPIME HYDROCHLORIDE",3
INJECTABLE;INJECTION,"EQ 500MG BASE/VIAL",ERYTHROCIN,3
INJECTABLE;INJECTION,"EQ 500MG BASE/VIAL","OXACILLIN SODIUM",3
INJECTABLE;INJECTION,"EQ 500MG BASE/VIAL","VANCOCIN HYDROCHLORIDE",3
INJECTABLE;INJECTION,"EQ 50MG BASE/ML","KETAMINE HYDROCHLORIDE",3
INJECTABLE;INJECTION,"EQ 5MG BASE/ML","AMRINONE LACTATE",3
INJECTABLE;INJECTION,"EQ 5MG BASE/ML","MIDAZOLAM HYDROCHLORIDE PRESERVATIVE FREE",3
INJECTABLE;INJECTION,"EQ 70MG BASE/100ML","GENTAMICIN SULFATE IN SODIUM CHLORIDE 0.9% IN PLASTIC CONTAINER",3
INJECTABLE;INJECTION,"EQ 750MG BASE/VIAL","VANCOMYCIN HYDROCHLORIDE",3
INJECTABLE;INJECTION,"EQ 90MG BASE/100ML","GENTAMICIN SULFATE IN SODIUM CHLORIDE 0.9% IN PLASTIC CONTAINER",3
INJECTABLE;INTRAVENOUS,20-500mCi/ML,"FLUDEOXYGLUCOSE F18",3
INJECTABLE;INTRAVENOUS,4-33.1mCi/ML,"CHOLINE C-11",3
INJECTABLE;INTRAVENOUS,4-500mCi/ML,"FLUDEOXYGLUCOSE F18",3
INJECTABLE;INTRAVENOUS,"EQ 0.25MG BASE/5ML (EQ 0.05MG BASE/ML)","PALONOSETRON HYDROCHLORIDE",3
"INJECTABLE;INTRAVENOUS, SUBCUTANEOUS",100MG/VIAL,AZACITIDINE,3
"INJECTABLE;IV (INFUSION)","EQ 40MG BASE/VIAL","PANTOPRAZOLE SODIUM",3
INJECTABLE;SUBCUTANEOUS,"100MG/ML (100MG/ML)","ENOXAPARIN SODIUM (PRESERVATIVE FREE)",3
INJECTABLE;SUBCUTANEOUS,"120MG/0.8ML (150MG/ML)","ENOXAPARIN SODIUM (PRESERVATIVE FREE)",3
INJECTABLE;SUBCUTANEOUS,"150MG/ML (150MG/ML)","ENOXAPARIN SODIUM (PRESERVATIVE FREE)",3
INJECTABLE;SUBCUTANEOUS,"30MG/0.3ML (100MG/ML)","ENOXAPARIN SODIUM (PRESERVATIVE FREE)",3
INJECTABLE;SUBCUTANEOUS,"40MG/0.4ML (100MG/ML)","ENOXAPARIN SODIUM (PRESERVATIVE FREE)",3
INJECTABLE;SUBCUTANEOUS,"60MG/0.6ML (100MG/ML)","ENOXAPARIN SODIUM (PRESERVATIVE FREE)",3
INJECTABLE;SUBCUTANEOUS,"80MG/0.8ML (100MG/ML)","ENOXAPARIN SODIUM (PRESERVATIVE FREE)",3
LIQUID;INHALATION,100%,SEVOFLURANE,3
LIQUID;INHALATION,99.99%,HALOTHANE,3
LOTION;TOPICAL,10%,"SULFACETAMIDE SODIUM",3
LOTION;TOPICAL,2.5%,HYDROCORTISONE,3
LOTION;TOPICAL,"EQ 0.1% BASE","BETAMETHASONE VALERATE",3
LOTION;TOPICAL,"EQ 12% BASE","AMMONIUM LACTATE",3
OIL/DROPS;OTIC,0.01%,"FLUOCINOLONE ACETONIDE",3
"OINTMENT, AUGMENTED;TOPICAL","EQ 0.05% BASE","BETAMETHASONE DIPROPIONATE",3
OINTMENT;OPHTHALMIC,0.5%,ERYTHROMYCIN,3
OINTMENT;OPHTHALMIC,"500 UNITS/GM;10,000 UNITS/GM","BACITRACIN ZINC AND POLYMYXIN B SULFATE",3
OINTMENT;TOPICAL,0.025%,"FLUOCINOLONE ACETONIDE",3
OINTMENT;TOPICAL,0.05%,"ALCLOMETASONE DIPROPIONATE",3
OINTMENT;TOPICAL,0.05%,DESONIDE,3
OINTMENT;TOPICAL,0.05%,"DIFLORASONE DIACETATE",3
OINTMENT;TOPICAL,0.05%,FLUOCINONIDE,3
OINTMENT;TOPICAL,"100,000 UNITS/GM",NYSTATIN,3
OINTMENT;TOPICAL,"100,000 UNITS/GM;0.1%","NYSTATIN AND TRIAMCINOLONE ACETONIDE",3
OINTMENT;TOPICAL,5%,ACYCLOVIR,3
PASTE;DENTAL,0.1%,"TRIAMCINOLONE ACETONIDE",3
POWDER;INTRAVENOUS,500MG/VIAL,DAPTOMYCIN,3
POWDER;INTRAVENOUS,"EQ 500MG BASE/VIAL;500MG/VIAL","IMIPENEM AND CILASTATIN",3
"POWDER;ORAL, RECTAL",453.6GM/BOT,"SODIUM POLYSTYRENE SULFONATE",3
SOLUTION;INHALATION,300MG/5ML,TOBRAMYCIN,3
SOLUTION;INHALATION,"EQ 0.021% BASE","ALBUTEROL SULFATE",3
SOLUTION;INHALATION,"EQ 0.042% BASE","ALBUTEROL SULFATE",3
SOLUTION;INJECTION,"150MG/20ML (7.5MG/ML)","ROPIVACAINE HYDROCHLORIDE",3
SOLUTION;INJECTION,"40MG/20ML (2MG/ML)","ROPIVACAINE HYDROCHLORIDE",3
"SOLUTION;INTRAMUSCULAR, INTRAVENOUS","5GM/10ML (500MG/ML)","MAGNESIUM SULFATE",3
SOLUTION;INTRAVENOUS,"5MG/2ML (2.5MG/ML)","VERAPAMIL HYDROCHLORIDE",3
SOLUTION;IRRIGATION,1.5GM/100ML,"GLYCINE 1.5% IN PLASTIC CONTAINER",3
SOLUTION;IRRIGATION,33MG/100ML;30MG/100ML;860MG/100ML,"RINGER'S IN PLASTIC CONTAINER",3
SOLUTION;IRRIGATION,450MG/100ML,"SODIUM CHLORIDE 0.45% IN PLASTIC CONTAINER",3
SOLUTION;IRRIGATION,"EQ 40MG BASE/ML;200,000 UNITS/ML","NEOMYCIN AND POLYMYXIN B SULFATE",3
"SOLUTION;IRRIGATION, URETHRAL",250MG/100ML,"ACETIC ACID 0.25% IN PLASTIC CONTAINER",3
"SOLUTION;IV (INFUSION)","1GM/100ML (10MG/ML)",ACETAMINOPHEN,3
SOLUTION;ORAL,10MG/5ML,"METHYLPHENIDATE HYDROCHLORIDE",3
SOLUTION;ORAL,1MG/ML,ARIPIPRAZOLE,3
SOLUTION;ORAL,2.5MG/5ML,"LEVOCETIRIZINE DIHYDROCHLORIDE",3
SOLUTION;ORAL,2MG/ML,"MEMANTINE HYDROCHLORIDE",3
SOLUTION;ORAL,4MG/5ML,"CARBINOXAMINE MALEATE",3
SOLUTION;ORAL,5MG/5ML,"METHYLPHENIDATE HYDROCHLORIDE",3
SOLUTION;ORAL,80MG/15ML,THEOPHYLLINE,3
SOLUTION/DROPS;OPHTHALMIC,0.03%,BIMATOPROST,3
SOLUTION/DROPS;OPHTHALMIC,0.05%,"AZELASTINE HYDROCHLORIDE",3
SOLUTION/DROPS;OPHTHALMIC,0.25%,"LEVOBUNOLOL HYDROCHLORIDE",3
SOLUTION/DROPS;OPHTHALMIC,0.4%,"KETOROLAC TROMETHAMINE",3
SOLUTION/DROPS;OPHTHALMIC,0.5%,GATIFLOXACIN,3
SOLUTION/DROPS;OPHTHALMIC,0.5%,"LEVOBUNOLOL HYDROCHLORIDE",3
SOLUTION/DROPS;OPHTHALMIC,1%,"CARTEOLOL HYDROCHLORIDE",3
SOLUTION/DROPS;OPHTHALMIC,1%,TROPICAMIDE,3
SOLUTION/DROPS;OPHTHALMIC,"10,000 UNITS/ML;EQ 1MG BASE/ML","TRIMETHOPRIM SULFATE AND POLYMYXIN B SULFATE",3
SOLUTION/DROPS;OPHTHALMIC,10%,"SULFACETAMIDE SODIUM",3
SOLUTION/DROPS;OPHTHALMIC,4%,"CROMOLYN SODIUM",3
SOLUTION/DROPS;OPHTHALMIC,"EQ 0.025% BASE","KETOTIFEN FUMARATE",3
SOLUTION/DROPS;OPHTHALMIC,"EQ 0.5% BASE","MOXIFLOXACIN HYDROCHLORIDE",3
SOLUTION/DROPS;OTIC,"1%;EQ 3.5MG BASE/ML;10,000 UNITS/ML","NEOMYCIN AND POLYMYXIN B SULFATES AND HYDROCORTISONE",3
SOLUTION/DROPS;OTIC,2%;1%,"HYDROCORTISONE AND ACETIC ACID",3
"SPRAY, METERED;NASAL",1MG/SPRAY,"BUTORPHANOL TARTRATE",3
SUPPOSITORY;VAGINAL,100MG,"MICONAZOLE NITRATE",3
SUPPOSITORY;VAGINAL,80MG,TERCONAZOLE,3
SUSPENSION;ORAL,300MG/5ML,OXCARBAZEPINE,3
SUSPENSION;TOPICAL,0.77%,CICLOPIROX,3
SYRUP;ORAL,250MG/5ML,ETHOSUXIMIDE,3
SYRUP;ORAL,2MG/5ML,"CYPROHEPTADINE HYDROCHLORIDE",3
SYRUP;ORAL,2MG/5ML;10MG/5ML;30MG/5ML,"BROMPHENIRAMINE MALEATE, PSEUDOEPHEDRINE HYDROCHLORIDE AND DEXTROMETHORPHAN HYDROBROMIDE",3
"TABLET, CHEWABLE;ORAL",100MG,CARBAMAZEPINE,3
"TABLET, CHEWABLE;ORAL","200MG;EQ 28.5MG BASE","AMOXICILLIN AND CLAVULANATE POTASSIUM",3
"TABLET, CHEWABLE;ORAL","400MG;EQ 57MG BASE","AMOXICILLIN AND CLAVULANATE POTASSIUM",3
"TABLET, CHEWABLE;ORAL",50MG,PHENYTOIN,3
"TABLET, DELAYED RELEASE;ORAL",180MG,"MYCOPHENOLIC ACID",3
"TABLET, DELAYED RELEASE;ORAL",333MG,"ACAMPROSATE CALCIUM",3
"TABLET, DELAYED RELEASE;ORAL",360MG,"MYCOPHENOLIC ACID",3
"TABLET, DELAYED RELEASE;ORAL",50MG;0.2MG,"DICLOFENAC SODIUM AND MISOPROSTOL",3
"TABLET, DELAYED RELEASE;ORAL",75MG;0.2MG,"DICLOFENAC SODIUM AND MISOPROSTOL",3
"TABLET, EXTENDED RELEASE;ORAL",10MG,GLIPIZIDE,3
"TABLET, EXTENDED RELEASE;ORAL",10MG;240MG,"LORATADINE AND PSEUDOEPHEDRINE SULFATE",3
"TABLET, EXTENDED RELEASE;ORAL",12MG,"HYDROMORPHONE HYDROCHLORIDE",3
"TABLET, EXTENDED RELEASE;ORAL",16MG,"HYDROMORPHONE HYDROCHLORIDE",3
"TABLET, EXTENDED RELEASE;ORAL",250MG,"PROCAINAMIDE HYDROCHLORIDE",3
"TABLET, EXTENDED RELEASE;ORAL",300MG,THEOPHYLLINE,3
"TABLET, EXTENDED RELEASE;ORAL",324MG,"QUINIDINE GLUCONATE",3
"TABLET, EXTENDED RELEASE;ORAL",5MG,GLIPIZIDE,3
"TABLET, EXTENDED RELEASE;ORAL",5MG;120MG,"CETIRIZINE HYDROCHLORIDE AND PSEUDOEPHEDRINE HYDROCHLORIDE",3
"TABLET, EXTENDED RELEASE;ORAL",750MG,"PROCAINAMIDE HYDROCHLORIDE",3
"TABLET, EXTENDED RELEASE;ORAL",8MG,"HYDROMORPHONE HYDROCHLORIDE",3
"TABLET, EXTENDED RELEASE;ORAL","EQ 15MG BASE","DARIFENACIN HYDROBROMIDE",3
"TABLET, EXTENDED RELEASE;ORAL","EQ 7.5MG BASE","DARIFENACIN HYDROBROMIDE",3
"TABLET, FOR SUSPENSION;ORAL",40MG,"METHADONE HYDROCHLORIDE",3
"TABLET, ORALLY DISINTEGRATING;ORAL",0.125MG,CLONAZEPAM,3
"TABLET, ORALLY DISINTEGRATING;ORAL",0.25MG,CLONAZEPAM,3
"TABLET, ORALLY DISINTEGRATING;ORAL",0.5MG,CLONAZEPAM,3
"TABLET, ORALLY DISINTEGRATING;ORAL",100MG,LAMOTRIGINE,3
"TABLET, ORALLY DISINTEGRATING;ORAL",10MG,LORATADINE,3
TABLET;ORAL,"EQ 1MG BASE","RASAGILINE MESYLATE",3
TABLET;ORAL,"EQ 1MG BASE","TRIFLUOPERAZINE HYDROCHLORIDE",3
TABLET;ORAL,"EQ 2.5MG BASE","BROMOCRIPTINE MESYLATE",3
TABLET;ORAL,"EQ 250MG BASE","ERYTHROMYCIN STEARATE",3
TABLET;ORAL,"EQ 2MG BASE","TRIFLUOPERAZINE HYDROCHLORIDE",3
TABLET;ORAL,"EQ 400MG BASE","ERYTHROMYCIN ETHYLSUCCINATE",3
TABLET;ORAL,"EQ 400MG BASE","IMATINIB MESYLATE",3
TABLET;ORAL,"EQ 500MG BASE","ERYTHROMYCIN STEARATE",3
TABLET;ORAL,"EQ 5MG BASE","TRIFLUOPERAZINE HYDROCHLORIDE",3
TABLET;ORAL,"EQ 5MG BASE;40MG","TELMISARTAN AND AMLODIPINE",3
TABLET;ORAL,"EQ 5MG BASE;80MG","TELMISARTAN AND AMLODIPINE",3
TABLET;ORAL,"EQ 6.25MG BASE","ALMOTRIPTAN MALATE",3
TABLET;SUBLINGUAL,0.5MG,"ERGOLOID MESYLATES",3
TABLET;SUBLINGUAL,2.5MG,"ISOSORBIDE DINITRATE",3
TABLET;SUBLINGUAL,5MG,"ISOSORBIDE DINITRATE",3
"CAPSULE, DELAYED REL PELLETS; ORAL","EQ 20MG BASE",CYMBALTA,3
"CAPSULE, DELAYED REL PELLETS; ORAL","EQ 30MG BASE",CYMBALTA,3
"CAPSULE, DELAYED REL PELLETS; ORAL","EQ 60MG BASE",CYMBALTA,3
"CAPSULE, DELAYED REL PELLETS;ORAL",200MG,DIDANOSINE,3
"CAPSULE, DELAYED REL PELLETS;ORAL",250MG,DIDANOSINE,3
"CAPSULE, DELAYED REL PELLETS;ORAL",400MG,DIDANOSINE,3
"CAPSULE, DELAYED REL PELLETS;ORAL","EQ 125MG VALPROIC ACID","DIVALPROEX SODIUM",3
"CAPSULE, EXTENDED RELEASE;ORAL",1.25MG;1.25MG;1.25MG;1.25MG,"DEXTROAMP SACCHARATE, AMP ASPARTATE, DEXTROAMP SULFATE AND AMP SULFATE",3
"CAPSULE, EXTENDED RELEASE;ORAL",100MG,"FLUVOXAMINE MALEATE",3
"CAPSULE, EXTENDED RELEASE;ORAL",10MG,"DEXMETHYLPHENIDATE HYDROCHLORIDE",3
"CAPSULE, EXTENDED RELEASE;ORAL",14MG,"MEMANTINE HYDROCHLORIDE",3
"CAPSULE, EXTENDED RELEASE;ORAL",150MG,"FLUVOXAMINE MALEATE",3
"CAPSULE, EXTENDED RELEASE;ORAL",2.5MG;2.5MG;2.5MG;2.5MG,"DEXTROAMP SACCHARATE, AMP ASPARTATE, DEXTROAMP SULFATE AND AMP SULFATE",3
"CAPSULE, EXTENDED RELEASE;ORAL",200MG,KETOPROFEN,3
"CAPSULE, EXTENDED RELEASE;ORAL",20MG,"DEXMETHYLPHENIDATE HYDROCHLORIDE",3
"CAPSULE, EXTENDED RELEASE;ORAL",21MG,"MEMANTINE HYDROCHLORIDE",3
"CAPSULE, EXTENDED RELEASE;ORAL",225MG,"PROPAFENONE HYDROCHLORIDE",3
"CAPSULE, EXTENDED RELEASE;ORAL",28MG,"MEMANTINE HYDROCHLORIDE",3
"CAPSULE, EXTENDED RELEASE;ORAL",3.75MG;3.75MG;3.75MG;3.75MG,"DEXTROAMP SACCHARATE, AMP ASPARTATE, DEXTROAMP SULFATE AND AMP SULFATE",3
"CAPSULE, EXTENDED RELEASE;ORAL",325MG,"PROPAFENONE HYDROCHLORIDE",3
"CAPSULE, EXTENDED RELEASE;ORAL",420MG,"DILTIAZEM HYDROCHLORIDE",3
"CAPSULE, EXTENDED RELEASE;ORAL",425MG,"PROPAFENONE HYDROCHLORIDE",3
"CAPSULE, EXTENDED RELEASE;ORAL",50MG,"METHYLPHENIDATE HYDROCHLORIDE",3
"CAPSULE, EXTENDED RELEASE;ORAL",5MG,"DEXMETHYLPHENIDATE HYDROCHLORIDE",3
"CAPSULE, EXTENDED RELEASE;ORAL",5MG;5MG;5MG;5MG,"DEXTROAMP SACCHARATE, AMP ASPARTATE, DEXTROAMP SULFATE AND AMP SULFATE",3
"CAPSULE, EXTENDED RELEASE;ORAL",6.25MG;6.25MG;6.25MG;6.25MG,"DEXTROAMP SACCHARATE, AMP ASPARTATE, DEXTROAMP SULFATE AND AMP SULFATE",3
"CAPSULE, EXTENDED RELEASE;ORAL",60MG,"DILTIAZEM HYDROCHLORIDE",3
"CAPSULE, EXTENDED RELEASE;ORAL",60MG,"TROSPIUM CHLORIDE",3
"CAPSULE, EXTENDED RELEASE;ORAL",7.5MG;7.5MG;7.5MG;7.5MG,"DEXTROAMP SACCHARATE, AMP ASPARTATE, DEXTROAMP SULFATE AND AMP SULFATE",3
"CAPSULE, EXTENDED RELEASE;ORAL",7MG,"MEMANTINE HYDROCHLORIDE",3
"CAPSULE, EXTENDED RELEASE;ORAL",90MG,"DILTIAZEM HYDROCHLORIDE",3
CAPSULE;ORAL,0.5MCG,CALCITRIOL,3
CAPSULE;ORAL,100MG,ITRACONAZOLE,3
CAPSULE;ORAL,100MG,PROGESTERONE,3
CAPSULE;ORAL,100MG,"SECOBARBITAL SODIUM",3
CAPSULE;ORAL,100uCi,"SODIUM IODIDE I 123",3
CAPSULE;ORAL,10MG,DRONABINOL,3
CAPSULE;ORAL,10MG,THIOTHIXENE,3
CAPSULE;ORAL,130MG,"FENOFIBRATE (MICRONIZED)",3
CAPSULE;ORAL,134MG,"FENOFIBRATE (MICRONIZED)",3
CAPSULE;ORAL,15MG,"CLORAZEPATE DIPOTASSIUM",3
CAPSULE;ORAL,15MG,STAVUDINE,3
CAPSULE;ORAL,1MG,THIOTHIXENE,3
CAPSULE;ORAL,2.5MG,DRONABINOL,3
CAPSULE;ORAL,200MG,"FENOFIBRATE (MICRONIZED)",3
CAPSULE;ORAL,200MG,PROGESTERONE,3
CAPSULE;ORAL,200MG,RIBAVIRIN,3
CAPSULE;ORAL,20MG,NIFEDIPINE,3
CAPSULE;ORAL,20MG,STAVUDINE,3
CAPSULE;ORAL,250MG,ETHOSUXIMIDE,3
CAPSULE;ORAL,2MG,THIOTHIXENE,3
CAPSULE;ORAL,3.75MG,"CLORAZEPATE DIPOTASSIUM",3
CAPSULE;ORAL,375MG,METRONIDAZOLE,3
CAPSULE;ORAL,375MG,"PROCAINAMIDE HYDROCHLORIDE",3
CAPSULE;ORAL,3MG,BUDESONIDE,3
CAPSULE;ORAL,43MG,"FENOFIBRATE (MICRONIZED)",3
CAPSULE;ORAL,500MG,CLOFIBRATE,3
CAPSULE;ORAL,5MG,DRONABINOL,3
CAPSULE;ORAL,5MG,"SELEGILINE HYDROCHLORIDE",3
CAPSULE;ORAL,5MG,THIOTHIXENE,3
CAPSULE;ORAL,67MG,"FENOFIBRATE (MICRONIZED)",3
CAPSULE;ORAL,7.5MG,"CLORAZEPATE DIPOTASSIUM",3
CAPSULE;ORAL,750MG,"BALSALAZIDE DISODIUM",3
CAPSULE;ORAL,"EQ 100MG BASE","MECLOFENAMATE SODIUM",3
CAPSULE;ORAL,"EQ 100MG HCL","IMIPRAMINE PAMOATE",3
CAPSULE;ORAL,"EQ 125MG HCL","IMIPRAMINE PAMOATE",3
CAPSULE;ORAL,"EQ 150MG BASE",DOXYCYCLINE,3
CAPSULE;ORAL,"EQ 150MG HCL","IMIPRAMINE PAMOATE",3
CAPSULE;ORAL,"EQ 200MG BASE","ACEBUTOLOL HYDROCHLORIDE",3
CAPSULE;ORAL,"EQ 250MG HCL",TETREX,3
CAPSULE;ORAL,"EQ 25MG BASE;EQ 12MG BASE","OLANZAPINE AND FLUOXETINE HYDROCHLORIDE",3
CAPSULE;ORAL,"EQ 25MG BASE;EQ 3MG BASE","OLANZAPINE AND FLUOXETINE HYDROCHLORIDE",3
CAPSULE;ORAL,"EQ 25MG BASE;EQ 6MG BASE","OLANZAPINE AND FLUOXETINE HYDROCHLORIDE",3
CAPSULE;ORAL,"EQ 300MG BASE","FENOPROFEN CALCIUM",3
CAPSULE;ORAL,"EQ 400MG BASE","ACEBUTOLOL HYDROCHLORIDE",3
CAPSULE;ORAL,"EQ 500MG HCL",TETREX,3
CAPSULE;ORAL,"EQ 50MG BASE","MECLOFENAMATE SODIUM",3
CAPSULE;ORAL,"EQ 50MG BASE;EQ 12MG BASE","OLANZAPINE AND FLUOXETINE HYDROCHLORIDE",3
CAPSULE;ORAL,"EQ 50MG BASE;EQ 6MG BASE","OLANZAPINE AND FLUOXETINE HYDROCHLORIDE",3
CAPSULE;ORAL,"EQ 5MG BASE","BROMOCRIPTINE MESYLATE",3
CAPSULE;ORAL,"EQ 75MG HCL","IMIPRAMINE PAMOATE",3
CONCENTRATE;ORAL,100MG/5ML,"CROMOLYN SODIUM",3
CONCENTRATE;ORAL,100MG/ML,"CHLORPROMAZINE HYDROCHLORIDE",3
CONCENTRATE;ORAL,"EQ 20MG BASE/ML","SERTRALINE HYDROCHLORIDE",3
CREAM;TOPICAL,0.05%,"ALCLOMETASONE DIPROPIONATE",3
CREAM;TOPICAL,0.05%,"CLOBETASOL PROPIONATE (EMOLLIENT)",3
CREAM;TOPICAL,0.05%,DESONIDE,3
CREAM;TOPICAL,0.05%,"DIFLORASONE DIACETATE",3
CREAM;TOPICAL,0.2%,"HYDROCORTISONE VALERATE",3
CREAM;TOPICAL,0.5%,"TRIAMCINOLONE ACETONIDE",3
CREAM;TOPICAL,1%,CLOTRIMAZOLE,3
CREAM;TOPICAL,"100,000 UNITS/GM;0.1%","NYSTATIN AND TRIAMCINOLONE ACETONIDE",3
CREAM;TOPICAL,2.5%;2.5%,"LIDOCAINE AND PRILOCAINE",3
ELIXIR;ORAL,2MG/5ML,"BROMPHENIRAMINE MALEATE",3
ELIXIR;ORAL,2MG/5ML,"TRIHEXYPHENIDYL HYDROCHLORIDE",3
"FILM, EXTENDED RELEASE;TRANSDERMAL",0.05MG/24HR,ESTRADIOL,3
"FILM, EXTENDED RELEASE;TRANSDERMAL",0.075MG/24HR,ESTRADIOL,3
"FILM, EXTENDED RELEASE;TRANSDERMAL",0.1MG/24HR,ESTRADIOL,3
"FILM, EXTENDED RELEASE;TRANSDERMAL",0.6MG/HR,NITROGLYCERIN,3
"FILM, EXTENDED RELEASE;TRANSDERMAL",12.5MCG/HR,FENTANYL-12,3
"FOR SOLUTION;ORAL",17GM/PACKET,"POLYETHYLENE GLYCOL 3350",3
"FOR SOLUTION;ORAL",420GM/BOT;1.48GM/BOT;5.72GM/BOT;11.2GM/BOT,"PEG-3350, POTASSIUM CHLORIDE, SODIUM BICARBONATE, SODIUM CHLORIDE",3
"FOR SOLUTION;ORAL","EQ 125MG BASE/5ML","PENICILLIN V POTASSIUM",3
"FOR SOLUTION;ORAL","EQ 250MG BASE/5ML","PENICILLIN V POTASSIUM",3
"FOR SUSPENSION;ORAL",200MG/5ML,VORICONAZOLE,3
"FOR SUSPENSION;ORAL",40MG/5ML,FAMOTIDINE,3
"FOR SUSPENSION;ORAL","EQ 100MG BASE/5ML","CEFPODOXIME PROXETIL",3
"FOR SUSPENSION;ORAL","EQ 50MG BASE/5ML","CEFPODOXIME PROXETIL",3
GAS;INHALATION,10mCi/VIAL,"XENON XE 133",3
GAS;INHALATION,20mCi/VIAL,"XENON XE 133",3
GAS;INHALATION,N/A,"MEDICAL GAS, USP",3
GAS;INHALATION,N/A,"NITROUS OXIDE, USP",3
GEL;TOPICAL,0.05%,"CLOBETASOL PROPIONATE",3
GEL;TOPICAL,0.05%,DESOXIMETASONE,3
GEL;TOPICAL,0.05%,FLUOCINONIDE,3
GEL;TOPICAL,0.3%,ADAPALENE,3
GEL;TOPICAL,0.77%,CICLOPIROX,3
