ApprovalYear,SponsorApplicant,TotalApprovals
1990,"MEDIMETRIKS PHARMS",5
1990,"ORGANON USA INC",5
1990,"PARKE DAVIS",5
1990,SHIRE,5
1990,"TEVA PHARMS",5
1990,"US PHARM HOLDINGS",5
1990,"VALEANT INTL",5
1990,"VALEANT PHARM INTL",5
1990,"STI PHARMA LLC",4
1990,"VALEANT PHARMS NORTH",4
1990,"WYETH PHARMS",4
1990,"ACTAVIS TOTOWA",4
1990,ALRA,4
1990,FERRING,4
1990,"FRESENIUS MEDCL",4
1990,"HIKMA PHARMS LLC",4
1990,"IGI LABS INC",4
1990,"IMPAX LABS",4
1990,"JOHNSON AND JOHNSON",4
1990,"MEDPOINTE PHARM HLC",4
1990,ROCHE,4
1990,"ABC HOLDING",3
1990,"ACCORD HLTHCARE",3
1990,"ACTAVIS LABS FL INC",3
1990,ASTRAZENECA,3
1990,BRACCO,3
1990,"CLOVER PHARMS",3
1990,"CORDEN PHARMA",3
1990,"ELKINS SINN",3
1990,"FOREST LABS INC",3
1990,"INTL MEDICATION",3
1990,LEDERLE,3
1990,"MALLINCKRODT INC",3
1990,"MALLINKRODT NUCLEAR",3
1990,"NESHER PHARMS",3
1990,"NOVO NORDISK INC",3
1990,"ORTHO MCNEIL JANSSEN",3
1990,"PAR STERILE PRODUCTS",3
1990,"PRAGMA PHARMS LLC",3
1990,"SIGMA TAU",3
1990,"TEVA BRANDED PHARM",3
1990,"TEVA PARENTERAL",3
1990,"US PHARMS HOLDINGS I",3
1990,"VIIV HLTHCARE",3
1990,SERONO,2
1990,"SHIRE RICHWOOD",2
1990,"SMITHKLINE BEECHAM",2
1990,SOLVAY,2
1990,"TEVA WOMENS",2
1990,"UCB INC",2
1990,"US ARMY",2
1990,VALEANT,2
1990,"VALEANT BERMUDA",2
1990,"VALEANT LUXEMBOURG",2
1990,"VINTAGE PHARMS",2
1990,"ABBVIE ENDOCRINE INC",2
1990,"AKRIMAX PHARMS",2
1990,"ALCON PHARMS LTD",2
1990,"ALPHA THERA",2
1990,"ARBOR PHARMS LLC",2
1990,"ASPEN GLOBAL INC",2
1990,ASTELLAS,2
1990,ATON,2
1990,"AUXILIUM PHARMS LLC",2
1990,"BAYER PHARMS",2
1990,"BOEHRINGER INGELHEIM",2
1990,"BRISTOL MYERS",2
1990,"CONCORDIA PHARMS INC",2
1990,"CONTRACT PHARMACAL",2
1990,"CROWN LABS",2
1990,"CYCLE PHARMS LTD",2
1990,DEY,2
1990,DISTA,2
1990,"EMD SERONO",2
1990,"FERRING PHARMS INC",2
1990,"FOREST LABS",2
1990,FRESENIUS,2
1990,"G AND W LABS",2
1990,"GALDERMA LABS LP",2
1990,"GLAXO GRP LTD",2
1990,"HI TECH PHARMA",2
1990,"HOFFMANN LA ROCHE",2
1990,"IVAX PHARMS",2
1990,"J AND J CONSUMER INC",2
1990,"JANSSEN PHARMA",2
1990,"KING PHARMS",2
1990,"MEDTECH PRODUCTS",2
1990,"MERIDIAN MEDCL TECHN",2
1990,"MERZ PHARMS",2
1990,"NOSTRUM LABS INC",2
1990,"OLTA PHARMS",2
1990,"PERRIGO NEW YORK",2
1990,"PFIZER PHARMS",2
1990,"PHARM ASSOC",2
1990,"ROCHE PALO",2
1990,3M,1
1990,"ABRAXIS PHARM",1
1990,"AKORN INC",1
1990,"ALLERGAN HERBERT",1
1990,"ALVOGEN INC",1
1990,ALZA,1
1990,"AMARIN PHARMS",1
1990,AMGEN,1
1990,APIL,1
1990,"APOTEX INC",1
1990,"APTALIS PHARMA US",1
1990,"AQUA PHARMS",1
1990,"ARBOR PHARMS INC",1
1990,"ARMSTRONG PHARMS",1
1990,"ASPEN GLOBAL",1
1990,"ASTRAZENECA PHARMS",1
1990,"ATNAHS PHARMA US",1
1990,BASF,1
1990,"BAXTER HLTHCARE CORP",1
1990,BAYER,1
1990,BEDFORD,1
1990,"BELMORA LLC",1
1990,"BI-COASTAL PHARMA",1
1990,BIOVAIL,1
1990,"BIOVAIL LABS INTL",1
1990,CARACO,1
1990,"CASPER PHARMA LLC",1
1990,"CHIESI USA INC",1
1990,COLGATE,1
1990,"COPLEY PHARM",1
1990,COVIDIEN,1
1990,"DELCOR ASSET",1
1990,"DOW PHARM",1
1990,"DR REDDYS LA",1
1990,"DR REDDYS LABS INC",1
1990,DRAXIMAGE,1
1990,"DURAMED PHARMS BARR",1
1990,"DURAMED RES",1
1990,"EDISON THERAPS LLC",1
1990,"EISAI INC",1
1990,"ELI LILLY AND CO",1
1990,ESI,1
1990,ETHITEK,1
1990,"FERA PHARMS",1
1990,"FLEMING PHARMS",1
1990,GENENTECH,1
1990,"GLAXOSMITHKLINE CON",1
1990,"GRAHAM CHEM",1
1990,GUERBET,1
1990,"HERITAGE LIFE",1
1990,"HIKMA (MAPLE)",1
1990,"HILL DERMAC",1
1990,HLR,1
1990,"HQ SPCLT PHARMA",1
1990,IMMUNEX,1
1990,"INSIGHT PHARMS",1
1990,"JANSSEN RES AND DEV",1
1990,"JUBILANT CADISTA",1
1990,"KING PHARMS R AND D",1
1990,"LANTHEUS MEDCL",1
1990,"MALLINCKRODT LLC",1
1990,"MATRIX MEDCL",1
1990,"MAYER LABS INC",1
1990,"MAYNE PHARMA INC",1
1990,MAYRAND,1
1990,"MCNEIL CONSUMER",1
1990,MEDICIS,1
1990,"MISSION PHARMA",1
1990,"MIZA PHARMS USA",1
1990,"MYLAN INSTITUTIONAL",1
1990,"NEW RIVER",1
1990,NOVOCOL,1
1990,"OAK PHARMS",1
1990,"ODYSSEY PHARMS",1
1990,OHM,1
1990,"OHM LABS",1
1990,"ORTHO MCNEIL",1
1990,"ORTHO MCNEIL PHARM",1
1990,"OXFORD PHARMS",1
1990,"PAR PHARM INC",1
1990,PARKEDALE,1
1990,PARNELL,1
1990,PELAGIUS,1
1990,"PHARM RES ASSOC",1
1990,"PHARMACHEMIE BV",1
1990,"POHL BOSKAMP",1
1990,"POPULATION COUNCIL",1
1990,"PRECISION DERMAT",1
1990,"PRECISION DOSE",1
1990,"PROMIUS PHARMA",1
1990,"PURDUE PHARMA LP",1
1990,"PUREPAC PHARM",1
1990,"RECRO GAINESVILLE",1
1990,"RHODES PHARMS",1
1990,"ROBINS AH",1
1990,"SALIX PHARMS",1
1990,"SAVAGE LABS",1
1990,"SCHERING PLOUGH",1
1990,"SCHWARZ PHARMA",1
1990,"SEBELA IRELAND LTD",1
1990,SEPTODONT,1
1990,SOAPCO,1
1990,SOMERSET,1
1990,"TELIGENT PHARMA INC",1
1990,"TERSERA THERAP",1
1990,"THEPHARMANETWORK LLC",1
1990,"UNITED GUARDIAN",1
1990,"UPSHER-SMITH LABS",1
1990,"US WORLDMEDS LLC",1
1990,"VALEANT PHARMS LLC",1
1990,"VALIDUS PHARMS",1
1990,"WARNER CHILCOTT",1
1990,"WARNER CHILCOTT LLC",1
1990,"WOCKHARDT EU OPERATN",1
1990,XTTRIUM,1
1991,"WATSON LABS",278
1991,HOSPIRA,155
1991,SANDOZ,83
1991,"BAXTER HLTHCARE",80
1991,"SUN PHARM INDS",58
1991,ROXANE,44
1991,"EUROHLTH INTL SARL",38
1991,"MUTUAL PHARM",36
1991,MYLAN,35
1991,LILLY,34
1991,TEVA,32
1991,"FRESENIUS KABI USA",30
1991,"PAR PHARM",28
1991,"PHARMACIA AND UPJOHN",27
1991,PLIVA,26
1991,"SANOFI AVENTIS US",25
1991,NOVARTIS,24
1991,"ANI PHARMS INC",22
1991,BARR,20
1991,"B BRAUN",19
1991,MERCK,19
1991,PFIZER,19
1991,TARO,18
1991,"ACTAVIS MID ATLANTIC",17
1991,"HIKMA INTL PHARMS",17
1991,"ACTAVIS ELIZABETH",16
1991,"DAVA PHARMS INC",16
1991,WOCKHARDT,16
1991,ALCON,15
1991,GLAXOSMITHKLINE,15
1991,"IVAX SUB TEVA PHARMS",15
1991,"TG UNITED LABS",15
1991,"WYETH AYERST",15
1991,"BRISTOL MYERS SQUIBB",14
1991,LUITPOLD,13
1991,MIKART,13
1991,APOTHECON,12
1991,"GD SEARLE LLC",12
1991,"JANSSEN PHARMS",12
1991,ABBOTT,11
1991,"TEVA PARENTERAL",11
1991,"USL PHARMA",11
1991,ABBVIE,10
1991,"ALCON PHARMS LTD",10
1991,"ALVOGEN MALTA",10
1991,"AUROLIFE PHARMA LLC",10
1991,"INTL MEDICATION",10
1991,LANNETT,10
1991,LEDERLE,10
1991,"WATSON LABS INC",10
1991,"HIKMA PHARMS LLC",9
1991,ALLERGAN,8
1991,"IMPAX LABS",8
1991,"KING PHARMS",8
1991,SCHERING,8
1991,"TEVA PHARMS",8
1991,"VINTAGE PHARMS",8
1991,AKORN,7
1991,"ALLERGAN SALES LLC",7
1991,ASTRAZENECA,7
1991,"BOEHRINGER INGELHEIM",7
1991,"ELKINS SINN",7
1991,"FRONTIDA BIOPHARM",7
1991,"G AND W LABS INC",7
1991,"GE HEALTHCARE",7
1991,"IGI LABS INC",7
1991,MALLINCKRODT,7
1991,"MEDA PHARMS",7
1991,"MYLAN PHARMS INC",7
1991,"NOVO NORDISK INC",7
1991,"TEVA PHARMS USA",7
1991,3M,6
1991,BRACCO,6
1991,"DELCOR ASSET CORP",6
1991,"G AND W LABS",6
1991,"HOSPIRA INC",6
1991,"IDT AUSTRALIA LTD",6
1991,"IMPAX LABS INC",6
1991,"MAYNE PHARMA",6
1991,"MERCK SHARP DOHME",6
1991,"ODYSSEY PHARMS",6
1991,"UCB INC",6
1991,"VALEANT PHARM INTL",6
1991,"VALEANT PHARMS NORTH",6
1991,"ALPHARMA US PHARMS",5
1991,"BAYER HLTHCARE",5
1991,"CNTY LINE PHARMS",5
1991,"CORDEN PHARMA",5
1991,"DR REDDYS LABS INC",5
1991,"ORTHO MCNEIL JANSSEN",5
1991,"ORTHO MCNEIL PHARM",5
1991,RANBAXY,5
1991,"WARNER CHILCOTT",5
1991,"WARNER CHILCOTT LLC",5
1991,"WYETH PHARMS INC",5
1991,"ACTAVIS LABS UT INC",4
1991,APIL,4
1991,BASF,4
1991,"BAYER PHARMS",4
1991,"CAROLINA MEDCL",4
1991,"CONTRACT PHARMACAL",4
1991,"DOW PHARM",4
1991,"FACTA FARMA",4
1991,FERRING,4
1991,"HOFFMANN LA ROCHE",4
1991,"IVAX PHARMS",4
1991,"MONARCH PHARMS",4
1991,"NOSTRUM LABS INC",4
1991,"ORGANON USA INC",4
1991,"SEBELA IRELAND LTD",4
1991,"STI PHARMA LLC",4
1991,"US PHARM HOLDINGS",4
1991,"US PHARMS HOLDINGS I",4
1991,"VALEANT PHARMS",4
1991,VINTAGE,4
1991,"ACCORD HLTHCARE",3
1991,"ACTAVIS LABS FL INC",3
1991,"ALVOGEN INC",3
1991,ASTELLAS,3
1991,"BAYER HEALTHCARE LLC",3
1991,"BRISTOL MYERS",3
1991,"CONCORDIA PHARMS INC",3
1991,DISTA,3
1991,"FOREST LABS INC",3
1991,"FOUGERA PHARMS",3
1991,"GALDERMA LABS LP",3
1991,"GLENMARK GENERICS",3
1991,"HERITAGE PHARMS INC",3
1991,"LANNETT HOLDINGS INC",3
1991,"MALLINKRODT NUCLEAR",3
1991,"PERRIGO NEW YORK",3
1991,"PHARM ASSOC",3
1991,"ROCHE PALO",3
1991,"SMITHKLINE BEECHAM",3
1991,"TEVA BRANDED PHARM",3
1991,VALEANT,3
1991,"VALEANT INTL",3
1991,"XANODYNE PHARM",3
1991,"ABC HOLDING",2
1991,"ACS DOBFAR",2
1991,"ALPHA THERA",2
1991,ALVOGEN,2
1991,"APOTEX INC",2
1991,"AQUA PHARMS",2
1991,"ARBOR PHARMS INC",2
1991,"ARBOR PHARMS LLC",2
1991,ATON,2
1991,BIOVAIL,2
1991,"BIOVAIL LABS INTL",2
1991,"CLONMEL HLTHCARE",2
1991,"CROWN LABS",2
1991,"CYCLE PHARMS LTD",2
1991,"EPIC PHARMA",2
1991,"FERRING PHARMS INC",2
1991,FRESENIUS,2
1991,"FRESENIUS MEDCL",2
1991,"GLAXO GRP LTD",2
1991,"J AND J",2
1991,"J AND J CONSUMER INC",2
1991,"MALLINCKRODT INC",2
1991,"MALLINCKRODT LLC",2
1991,"MEDTECH PRODUCTS",2
1991,"MERIDIAN MEDCL TECHN",2
1991,"MYLAN INSTITUTIONAL",2
1991,NEPHRON,2
1991,"NESHER PHARMS",2
1991,"NOVEL LABS INC",2
1991,"OHM LABS",2
1991,"OLTA PHARMS",2
1991,"PAR STERILE PRODUCTS",2
1991,"PERRIGO CO TENNESSEE",2
1991,"PFIZER PHARMS",2
1991,"PRECISION DERMAT",2
1991,"PROMIUS PHARMA",2
1991,"ROBINS AH",2
1991,ROCHE,2
1991,SERONO,2
1991,SHIRE,2
1991,"STERI PHARMA",2
1991,"SUN PHARM INDS INC",2
1991,"TELIGENT PHARMA INC",2
1991,"VALIDUS PHARMS",2
1991,"VALIDUS PHARMS INC",2
1991,"WEST WARD",2
1991,"WYETH CONS",2
1991,"ABBVIE ENDOCRINE INC",1
1991,"AKORN INC",1
1991,"ALCON LABS INC",1
1991,ALRA,1
1991,ALTANA,1
1991,"AMARIN PHARMS",1
1991,AMGEN,1
1991,"ANI PHARMS",1
1991,APOTEX,1
1991,"ARMSTRONG PHARMS",1
1991,"ASPEN GLOBAL",1
1991,"ASPEN GLOBAL INC",1
1991,"ASTRAZENECA PHARMS",1
1991,"ATNAHS PHARMA US",1
1991,"AUXILIUM PHARMS LLC",1
1991,"BAXTER HLTHCARE CORP",1
1991,BAYER,1
1991,BEDFORD,1
1991,"BERLEX LABS",1
1991,"BIONPHARMA INC",1
1991,BRAINTREE,1
1991,CARACO,1
1991,CAREFUSION,1
1991,CATALENT,1
1991,"CEPH INTL",1
1991,"CHART MEDCL",1
1991,"CHARTWELL LIFE SCI",1
1991,"CLINIGEN HLTHCARE",1
1991,CLONMEL,1
1991,COREPHARMA,1
1991,"COVIS PHARMA SARL",1
1991,"CUTIS HEALTH LLC",1
1991,"DELCOR ASSET",1
1991,"DURAMED PHARMS BARR",1
1991,"DURAMED RES",1
1991,"EASTMAN KODAK",1
1991,"EDISON THERAPS LLC",1
1991,"EISAI INC",1
1991,"ELI LILLY AND CO",1
1991,"EMCURE PHARMS LTD",1
1991,"EMD SERONO",1
1991,"ENDO PHARMS",1
1991,"ENDO PHARMS INC",1
1991,ETHITEK,1
1991,"FERA PHARMS",1
1991,"FERNDALE LABS",1
1991,FOUGERA,1
1991,"GEMINI LABS LLC",1
1991,GENENTECH,1
1991,GENZYME,1
1991,"GENZYME CORP",1
1991,"GLAXOSMITHKLINE LLC",1
1991,GRIFFEN,1
1991,"HERITAGE LIFE",1
1991,"HIKMA PHARMS",1
1991,HLR,1
1991,"HQ SPCLT PHARMA",1
1991,"INWOOD LABS",1
1991,"IROKO PHARMS LLC",1
1991,"ISO TEX",1
1991,"JANSSEN R AND D",1
1991,"JOHNSON AND JOHNSON",1
1991,"JUBILANT CADISTA",1
1991,"KV PHARM",1
1991,"LANTHEUS MEDCL",1
1991,"LUNDBECK INC",1
1991,"MAYNE PHARMA INC",1
1991,"MAYNE PHARMA INTL",1
1991,MAYRAND,1
1991,"MCNEIL CONS",1
1991,MEDICIS,1
1991,"MEDIMETRIKS PHARMS",1
1991,"MYLAN IRELAND LTD",1
1991,"NOVARTIS PHARMS CORP",1
1991,NOVOCOL,1
1991,OHM,1
1991,"OXFORD PHARMS",1
1991,"PADDOCK LLC",1
1991,"PAR PHARM INC",1
1991,"PARKE DAVIS",1
1991,PERRIGO,1
1991,"PHARM RES ASSOC",1
1991,PHARMALUCENCE,1
1991,"PRAGMA PHARMS LLC",1
1991,"PRECISION DOSE",1
1991,"PURDUE GMP",1
1991,"PURDUE PHARM PRODS",1
1991,"PUREPAC PHARM",1
1991,"QOL MEDCL",1
1991,"RADIUS PHARMS",1
1991,"RANBAXY LABS LTD",1
1991,"RECORDATI RARE",1
1991,"RECRO GAINESVILLE",1
1991,"REMPEX PHARMS INC",1
1991,"ROSS LABS",1
1991,"SALIX PHARMS",1
1991,"SAVAGE LABS",1
1991,"SCHERER RP",1
1991,"SCHERING PLOUGH",1
1991,"SCHWARZ PHARMA",1
1991,"SIGMA TAU",1
1991,SOAPCO,1
1991,"SPECTRUM PHARMS",1
1991,STORZ,1
1991,SUPERPHARM,1
1991,SYOSSET,1
1991,"TARO PHARMS NORTH",1
1991,"TEVA WOMENS",1
1991,"UPSHER-SMITH LABS",1
1991,"US WORLDMEDS LLC",1
1991,"VALEANT LUXEMBOURG",1
1991,"WYETH PHARMS",1
1991,"XANODYNE PHARMS INC",1
1991,XTTRIUM,1
1992,HOSPIRA,145
1992,"WATSON LABS",131
1992,SANDOZ,98
1992,"SUN PHARM INDS",78
1992,TEVA,73
1992,"MUTUAL PHARM",59
1992,BARR,47
1992,LILLY,43
1992,PLIVA,33
1992,"ANI PHARMS INC",32
1992,"EUROHLTH INTL SARL",32
1992,NOVARTIS,32
1992,"BAXTER HLTHCARE",31
1992,"PAR PHARM",31
1992,"FRESENIUS KABI USA",30
1992,"IVAX SUB TEVA PHARMS",29
1992,"B BRAUN",28
1992,"PHARMACIA AND UPJOHN",28
1992,ROXANE,28
1992,GLAXOSMITHKLINE,27
1992,MERCK,27
1992,MYLAN,27
1992,PFIZER,25
1992,TARO,25
1992,"SANOFI AVENTIS US",23
1992,"DAVA PHARMS INC",20
1992,"TG UNITED LABS",20
1992,"FRONTIDA BIOPHARM",19
1992,ALCON,16
1992,MIKART,16
1992,"ACTAVIS MID ATLANTIC",15
1992,"G AND W LABS INC",15
1992,"INTL MEDICATION",15
1992,SCHERING,15
1992,"TEVA PHARMS",15
1992,ALLERGAN,14
1992,"BRISTOL MYERS SQUIBB",14
1992,"ACTAVIS ELIZABETH",13
1992,LUITPOLD,13
1992,"TEVA PARENTERAL",13
1992,"ALVOGEN MALTA",12
1992,"DELCOR ASSET CORP",12
1992,WOCKHARDT,12
1992,APOTHECON,11
1992,"HIKMA INTL PHARMS",11
1992,"JANSSEN PHARMS",11
1992,"TEVA PHARMS USA",11
1992,"USL PHARMA",11
1992,"AUROLIFE PHARMA LLC",10
1992,"MAYNE PHARMA",10
1992,"MONARCH PHARMS",10
1992,"IGI LABS INC",9
1992,"KING PHARMS",9
1992,ABBVIE,8
1992,"ALLERGAN SALES LLC",8
1992,MALLINCKRODT,8
1992,"MEDA PHARMS",8
1992,"VALEANT INTL",8
1992,"VINTAGE PHARMS",8
1992,AKORN,7
1992,ASTELLAS,7
1992,"CNTY LINE PHARMS",7
1992,"FOUGERA PHARMS",7
1992,"IDT AUSTRALIA LTD",7
1992,"MERCK SHARP DOHME",7
1992,"NOVO NORDISK INC",7
1992,"ORGANON USA INC",7
1992,"PERRIGO NEW YORK",7
1992,"SEBELA IRELAND LTD",7
1992,"ANI PHARMS",6
1992,"BAYER HEALTHCARE LLC",6
1992,"BOEHRINGER INGELHEIM",6
1992,"FACTA FARMA",6
1992,"GD SEARLE LLC",6
1992,"IMPAX LABS INC",6
1992,"J AND J CONSUMER INC",6
1992,"MALLINCKRODT INC",6
1992,MEDICIS,6
1992,"ODYSSEY PHARMS",6
1992,PERRIGO,6
1992,"US PHARM HOLDINGS",6
1992,"WATSON LABS INC",6
1992,"ACTAVIS LABS UT INC",5
1992,"ALCON PHARMS LTD",5
1992,"ALPHARMA US PHARMS",5
1992,"BAYER HLTHCARE",5
1992,BRACCO,5
1992,"DR REDDYS LABS INC",5
1992,"G AND W LABS",5
1992,"HERITAGE PHARMS INC",5
1992,LIEBEL-FLARSHEIM,5
1992,"MEDIMETRIKS PHARMS",5
1992,"MISSION PHARMA",5
1992,"ROCHE PALO",5
1992,"UCB INC",5
1992,"WYETH PHARMS INC",5
1992,"ACTAVIS TOTOWA",4
1992,DEPROCO,4
1992,"ELKINS SINN",4
1992,"FRESENIUS MEDCL",4
1992,"GLAXOSMITHKLINE LLC",4
1992,"HOFFMANN LA ROCHE",4
1992,"HOSPIRA INC",4
1992,"IMPAX LABS",4
1992,"MYLAN PHARMS INC",4
1992,"OAK PHARMS",4
1992,"OHM LABS",4
1992,"STI PHARMA LLC",4
1992,"WARNER CHILCOTT LLC",4
1992,"WYETH AYERST",4
1992,"XANODYNE PHARM",4
1992,ABLE,3
1992,"ACS DOBFAR",3
1992,"ACTAVIS LABS FL INC",3
1992,"AMNEAL PHARMS NY",3
1992,"APOTEX INC",3
1992,ASTRAZENECA,3
1992,"BAYER PHARMS",3
1992,"CASPER PHARMA LLC",3
1992,"CHIESI USA INC",3
1992,ESI,3
1992,"GE HEALTHCARE",3
1992,"GLENMARK GENERICS",3
1992,LANNETT,3
1992,LEDERLE,3
1992,LOCH,3
1992,"MEDTECH PRODUCTS",3
1992,"MIZA PHARMS USA",3
1992,"MYLAN INSTITUTIONAL",3
1992,"MYLAN SPECLT",3
1992,"PADDOCK LLC",3
1992,RANBAXY,3
1992,"SAVAGE LABS",3
1992,"SCHERING PLOUGH",3
1992,SHIRE,3
1992,"SIGMA TAU",3
1992,"TARO PHARMS NORTH",3
1992,"US PHARMS HOLDINGS I",3
1992,VALEANT,3
1992,"VALEANT BERMUDA",3
1992,"VALEANT PHARM INTL",3
1992,"VALEANT PHARMS NORTH",3
1992,VINTAGE,3
1992,3M,2
1992,"AAIPHARMA LLC",2
1992,"ABBVIE ENDOCRINE INC",2
1992,"ABC HOLDING",2
1992,"ALCON LABS INC",2
1992,"AQUA PHARMS",2
1992,"ASTRAZENECA PHARMS",2
1992,"ATNAHS PHARMA US",2
1992,ATON,2
1992,"AUXILIUM PHARMS INC",2
1992,"BARR LABS INC",2
1992,BASF,2
1992,"BIOVAIL LABS INTL",2
1992,"BRISTOL MYERS",2
1992,"CAROLINA MEDCL",2
1992,"CENT PHARMS",2
1992,"CHARTWELL LIFE SCI",2
1992,"COPLEY PHARM",2
1992,"CORDEN PHARMA",2
1992,"COVIS PHARMA SARL",2
1992,"CYCLE PHARMS LTD",2
1992,"DENTSPLY PHARM",2
1992,DEY,2
1992,"DOW PHARM",2
1992,"ENDO PHARMS",2
1992,"EPIC PHARMA",2
1992,FERRING,2
1992,"FERRING PHARMS INC",2
1992,"FOREST LABS INC",2
1992,FOUGERA,2
1992,"GALDERMA LABS LP",2
1992,"GLAXO GRP LTD",2
1992,"HQ SPCLT PHARMA",2
1992,"IVAX PHARMS",2
1992,JACOBUS,2
1992,"JOHNSON AND JOHNSON",2
1992,"MALLINKRODT NUCLEAR",2
1992,"MCNEIL CONS",2
1992,"MEDPOINTE PHARM HLC",2
1992,"MOLNLYCKE HLTH",2
1992,"NESHER PHARMS",2
1992,"NOVARTIS PHARMS CORP",2
1992,NOVOCOL,2
1992,"OLTA PHARMS",2
1992,"ORTHO MCNEIL PHARM",2
1992,"PAR STERILE PRODUCTS",2
1992,PARKEDALE,2
1992,"PFIZER PHARMS",2
1992,"PRAGMA PHARMS LLC",2
1992,"PRECISION DERMAT",2
1992,"PURDUE PHARM PRODS",2
1992,"ROBINS AH",2
1992,ROCHE,2
1992,SANKYO,2
1992,SCS,2
1992,SILARX,2
1992,"SMITHKLINE BEECHAM",2
1992,"STERI PHARMA",2
1992,"TEVA BRANDED PHARM",2
1992,"US ARMY",2
1992,"VALEANT LUXEMBOURG",2
1992,"VALEANT PHARMS",2
1992,"VALIDUS PHARMS",2
1992,"VIIV HLTHCARE",2
1992,"VIVIMED LABS",2
1992,"WARNER CHILCOTT",2
1992,XTTRIUM,2
1992,"ZYDUS WORLDWIDE",2
1992,ABBOTT,1
1992,"ABRAXIS PHARM",1
1992,"ACCORD HLTHCARE",1
1992,ADAPT,1
1992,"AKORN INC",1
1992,ALTANA,1
1992,"ALVOGEN INC",1
1992,"AMARIN PHARMS",1
1992,AMBIX,1
1992,APIL,1
1992,APOTEX,1
1992,"APOTEX TECHNOLOGIES",1
1992,"ARBOR PHARMS LLC",1
1992,ASCHER,1
1992,"ASPEN GLOBAL INC",1
1992,AVEVA,1
1992,"BANNER PHARMACAPS",1
1992,"BAUSCH AND LOMB",1
1992,"BAXTER HLTHCARE CORP",1
1992,BEDFORD,1
1992,"BELCHER PHARMS",1
1992,"BIONPHARMA INC",1
1992,BIOVAIL,1
1992,BLAIREX,1
1992,"BLU CARIBE INC",1
1992,BRAINTREE,1
1992,CADEMA,1
1992,CAMALL,1
1992,"CEPH INTL",1
1992,"CHESEBROUGH PONDS",1
1992,CHIRON,1
1992,"CLOVER PHARMS",1
1992,"CONCORDIA PHARMS INC",1
1992,"CROWN LABS",1
1992,"DAVIS AND GECK",1
1992,"DELCOR ASSET",1
1992,DISTA,1
1992,"DURAMED PHARMS BARR",1
1992,"EASTMAN KODAK",1
1992,"EISAI INC",1
1992,"ELI LILLY AND CO",1
1992,ELORAC,1
1992,"EMCURE PHARMS LTD",1
1992,"EMD SERONO",1
1992,ETHITEK,1
1992,"FERA PHARMS",1
1992,"FUTURE PAK",1
1992,"GD SEARLE",1
1992,GENENTECH,1
1992,GENZYME,1
1992,"GENZYME CORP",1
1992,"GLAXOSMITHKLINE CON",1
1992,"GRAHAM CHEM",1
1992,"GUARDIAN DRUG",1
1992,GUERBET,1
1992,"HERITAGE LIFE",1
1992,"HI TECH PHARMA",1
1992,"HIKMA PHARMS LLC",1
1992,"HILL DERMAC",1
1992,"HQ SPECLT PHARMA",1
1992,"HRA PHARMA",1
1992,"INWOOD LABS",1
1992,"J AND J",1
1992,"JANSSEN PHARMA",1
1992,"JANSSEN R AND D",1
1992,"JUBILANT DRAXIMAGE",1
1992,"KING PFIZER",1
1992,"LABORATOIRE HRA",1
1992,"LANTHEUS MEDCL",1
1992,"LEHIGH VALLEY",1
1992,"LUNDBECK INC",1
1992,"MALLINCKRODT ARD",1
1992,"MALLINCKRODT LLC",1
1992,"MARNEL PHARMS",1
1992,"MAYER LABS INC",1
1992,"MAYNE PHARMA INC",1
1992,MAYRAND,1
1992,"MCNEIL CONSUMER",1
1992,"MGI PHARMA INC",1
1992,"MT ADAMS",1
1992,MURO,1
1992,"MYLAN IRELAND LTD",1
1992,"NOSTRUM LABS INC",1
1992,OHM,1
1992,"ORGANICS LAGRANGE",1
1992,"ORTHO BIOTECH",1
1992,"ORTHO MCNEIL JANSSEN",1
1992,"OXFORD PHARMS",1
1992,"PERRIGO CO TENNESSEE",1
1992,"PHARM RES ASSOC",1
1992,"PHARMACHEMIE BV",1
1992,"PHARMACHEMIE USA",1
1992,PHARMACIA,1
1992,"PRECISION DOSE",1
1992,"PURDUE GMP",1
1992,"QOL MEDCL",1
1992,"RANBAXY LABS LTD",1
1992,"RECKITT BENCKISER",1
1992,"RECORDATI RARE",1
1992,"RECRO GAINESVILLE",1
1992,"REMPEX PHARMS INC",1
1992,"ROSS LABS",1
1992,"SAOL THERAPS RES LTD",1
1992,"SCHERER RP",1
1992,"SCHWARZ PHARMA",1
1992,SEPTODONT,1
1992,SOAPCO,1
1992,SOLVAY,1
1992,"STAR PHARMS FL",1
1992,STORZ,1
1992,"SUN PHARM INDS INC",1
1992,"TELIGENT PHARMA INC",1
1992,"TERSERA THERAP",1
1992,"TEVA WOMENS",1
1992,"TRIAX PHARMS",1
1992,"UNIV AZ CANCER CTR",1
1992,"UPSHER-SMITH LABS",1
1992,"US WORLDMEDS LLC",1
1992,"VALEANT PHARMS LLC",1
1992,"VALIDUS PHARMS INC",1
1992,"VINTAGE PHARMS LLC",1
1992,VISTAPHARM,1
1992,"WEST WARD",1
1992,"WESTWOOD SQUIBB",1
1992,"WOCKHARDT EU OPERATN",1
1992,"WYETH CONS",1
1992,"WYETH PHARMS",1
1992,"X GEN PHARMS",1
1993,"WATSON LABS",158
1993,HOSPIRA,116
1993,TEVA,84
1993,SANDOZ,83
1993,MYLAN,71
1993,"EUROHLTH INTL SARL",46
