TherapeuticClass,Drugname,TotalApprovals,ApprovalYear
AB,"FEXOFENADINE HYDROCHLORIDE",2,2007
AB,"FEXOFENADINE HYDROCHLORIDE ALLERGY",2,2007
AB,"FEXOFENADINE HYDROCHLORIDE HIVES",2,2007
AB,FINASTERIDE,2,2010
AB,FLAGYL,2,2003
AB,FLAGYL,2,2004
AB,FLAGYL,2,2010
AB,FLAGYL,2,2013
AB,FLAGYL,2,2015
AB,"FLECAINIDE ACETATE",2,2003
AB,FLUOCINONIDE,2,1992
AB,FLUOCINONIDE,2,1993
AB,FLUOCINONIDE,2,1994
AB,FLUOCINONIDE,2,1998
AB,FLUOCINONIDE,2,1999
AB,FLUOCINONIDE,2,2001
AB,"FLUOXETINE HYDROCHLORIDE",2,2001
AB,"FLUOXETINE HYDROCHLORIDE",2,2004
AB,"FLUOXETINE HYDROCHLORIDE",2,2010
AB,FLURBIPROFEN,2,1998
AB,FLURBIPROFEN,2,2001
AB,FLUTAMIDE,2,2002
AB,"FLUVASTATIN SODIUM",2,2012
AB,"FLUVOXAMINE MALEATE",2,2000
AB,"FLUVOXAMINE MALEATE",2,2001
AB,"FLUVOXAMINE MALEATE",2,2013
AB,"FOSINOPRIL SODIUM AND HYDROCHLOROTHIAZIDE",2,2009
AB,FUROSEMIDE,2,1981
AB,FUROSEMIDE,2,1983
AB,FUROSEMIDE,2,1987
AB,FUROSEMIDE,2,1999
AB,FUROSEMIDE,2,2000
AB,FUROSEMIDE,2,2015
AB,GABAPENTIN,2,2010
AB,GABAPENTIN,2,2013
AB,GABAPENTIN,2,2016
AB,GEMFIBROZIL,2,1993
AB,GEMFIBROZIL,2,1998
AB,GEMFIBROZIL,2,2002
AB,GEMFIBROZIL,2,2007
AB,GEMFIBROZIL,2,2010
AB,GLIMEPIRIDE,2,2012
AB,GLIPIZIDE,2,1998
AB,GLIPIZIDE,2,2006
AB,"GLIPIZIDE AND METFORMIN HYDROCHLORIDE",2,2005
AB,"GLYBURIDE (MICRONIZED)",2,1999
AB,"GLYBURIDE (MICRONIZED)",2,2000
AB,"GLYBURIDE (MICRONIZED)",2,2001
AB,"GRANISETRON HYDROCHLORIDE",2,2007
AB,"GRANISETRON HYDROCHLORIDE",2,2009
AB,"GRANISETRON HYDROCHLORIDE",2,2014
AB,GRISEOFULVIN,2,2007
AB,"GUANFACINE HYDROCHLORIDE",2,1997
AB,"GUANFACINE HYDROCHLORIDE",2,1999
AB,"GUANFACINE HYDROCHLORIDE",2,2001
AB,HYDROCHLOROTHIAZIDE,2,1980
AB,HYDROCHLOROTHIAZIDE,2,1982
AB,HYDROCHLOROTHIAZIDE,2,1985
AB,HYDROCHLOROTHIAZIDE,2,1988
AB,HYDROCHLOROTHIAZIDE,2,1990
AB,HYDROCHLOROTHIAZIDE,2,1994
AB,HYDROCHLOROTHIAZIDE,2,2000
AB,HYDROCHLOROTHIAZIDE,2,2010
AB,HYDROCHLOROTHIAZIDE,2,2011
AB,"HYDROCODONE BITARTRATE AND IBUPROFEN",2,2003
AB,"HYDROCODONE BITARTRATE AND IBUPROFEN",2,2006
AB,"HYDROCODONE BITARTRATE AND IBUPROFEN",2,2007
AB,HYDROCORTISONE,2,1994
AB,HYDROCORTISONE,2,1995
AB,HYDROCORTISONE,2,1998
AB,HYDROCORTISONE,2,1999
AB,HYDROCORTISONE,2,2000
AB,HYDROCORTISONE,2,2002
AB,HYDROCORTISONE,2,2007
AB,"HYDROMORPHONE HYDROCHLORIDE",2,2009
AB,"HYDROXYCHLOROQUINE SULFATE",2,1995
AB,"HYDROXYCHLOROQUINE SULFATE",2,1996
AB,"HYDROXYCHLOROQUINE SULFATE",2,1998
AB,"HYDROXYCHLOROQUINE SULFATE",2,1999
AB,HYDROXYUREA,2,1999
AB,HYDROXYUREA,2,2001
AB,"HYDROXYZINE PAMOATE",2,1981
AB,"HYDROXYZINE PAMOATE",2,1984
AB,"HYDROXYZINE PAMOATE",2,1986
AB,"HYDROXYZINE PAMOATE",2,1987
AB,"HYDROXYZINE PAMOATE",2,1989
AB,"HYDROXYZINE PAMOATE",2,1990
AB,"HYDROXYZINE PAMOATE",2,1991
AB,"HYDROXYZINE PAMOATE",2,1999
AB,"HYDROXYZINE PAMOATE",2,2001
AB,"HYDROXYZINE PAMOATE",2,2003
AB,IBU-TAB,2,1988
AB,IBU-TAB,2,1998
AB,IBUPROFEN,2,2010
AB,"IMATINIB MESYLATE",2,2016
AB,"IMIPRAMINE HYDROCHLORIDE",2,1987
AB,"IMIPRAMINE PAMOATE",2,2010
AB,IMIQUIMOD,2,2010
AB,IMIQUIMOD,2,2012
AB,IMITREX,2,1995
AB,IMITREX,2,1996
AB,IMITREX,2,2001
AB,IMITREX,2,2004
AB,IMITREX,2,2013
AB,INDAPAMIDE,2,1999
AB,INDAPAMIDE,2,2002
AB,INDOMETHACIN,2,1984
AB,INDOMETHACIN,2,1991
AB,INDOMETHACIN,2,1997
AB,INDOMETHACIN,2,2001
AB,INDOMETHACIN,2,2013
AB,INDOMETHACIN,2,2016
AB,"IRBESARTAN AND HYDROCHLOROTHIAZIDE",2,2013
AB,"IRBESARTAN AND HYDROCHLOROTHIAZIDE",2,2016
AB,"IRBESARTAN; HYDROCHLOROTHIAZIDE",2,2012
AB,"ISOSORBIDE DINITRATE",2,2007
AB,"ISOSORBIDE MONONITRATE",2,2002
AB,"ISOSORBIDE MONONITRATE",2,2011
AB,ISRADIPINE,2,2006
AB,KETOCONAZOLE,2,2000
AB,KETOCONAZOLE,2,2001
AB,KETOCONAZOLE,2,2004
AB,KETOCONAZOLE,2,2007
AB,KETOPROFEN,2,1992
AB,KETOPROFEN,2,2001
AB,"KETOROLAC TROMETHAMINE",2,1997
AB,"KETOROLAC TROMETHAMINE",2,1998
AB,LAMIVUDINE,2,2011
AB,"LAMIVUDINE AND ZIDOVUDINE",2,2012
AB,"LAMIVUDINE AND ZIDOVUDINE",2,2014
AB,LAMOTRIGINE,2,2006
AB,LAMOTRIGINE,2,2010
AB,LAMOTRIGINE,2,2012
AB,LANSOPRAZOLE,2,2009
AB,LANSOPRAZOLE,2,2010
AB,LANSOPRAZOLE,2,2012
AB,"LEUCOVORIN CALCIUM",2,1987
AB,"LEUCOVORIN CALCIUM",2,1990
AB,"LEUCOVORIN CALCIUM",2,1991
AB,"LEUCOVORIN CALCIUM",2,1992
AB,"LEUCOVORIN CALCIUM",2,1993
AB,"LEUCOVORIN CALCIUM",2,1995
AB,"LEUCOVORIN CALCIUM",2,1996
AB,"LEUCOVORIN CALCIUM",2,1998
AB,"LEUCOVORIN CALCIUM",2,1999
AB,"LEUCOVORIN CALCIUM",2,2000
AB,"LEUCOVORIN CALCIUM",2,2001
AB,LEVETIRACETAM,2,2016
AB,"LEVOCETIRIZINE DIHYDROCHLORIDE",2,2013
AB,"LEVOCETIRIZINE DIHYDROCHLORIDE",2,2015
AB,LEVOFLOXACIN,2,2015
AB,LEVONORGESTREL,2,2016
AB,"LEVONORGESTREL AND ETHINYL ESTRADIOL",2,2012
AB,"LEVONORGESTREL AND ETHINYL ESTRADIOL AND ETHINYL ESTRADIOL",2,2015
AB,LINEZOLID,2,2016
AB,"LIOTHYRONINE SODIUM",2,2009
AB,LISINOPRIL,2,2003
AB,LISINOPRIL,2,2007
AB,LISINOPRIL,2,2013
AB,LISINOPRIL,2,2014
AB,"LISINOPRIL AND HYDROCHLOROTHIAZIDE",2,2006
AB,"LITHIUM CARBONATE",2,1982
AB,"LITHIUM CARBONATE",2,2000
AB,"LITHIUM CARBONATE",2,2003
AB,"LITHIUM CARBONATE",2,2004
AB,"LITHIUM CARBONATE",2,2010
AB,"LITHIUM CARBONATE",2,2011
AB,"LITHIUM CARBONATE",2,2012
AB,"LITHIUM CARBONATE",2,2015
AB,"LOPERAMIDE HYDROCHLORIDE",2,1996
AB,"LOPERAMIDE HYDROCHLORIDE",2,1998
AB,"LOPERAMIDE HYDROCHLORIDE",2,2000
AB,LOPROX,2,1989
AB,LOPROX,2,1995
AB,LOPURIN,2,1987
AB,LOPURIN,2,1988
AB,LOPURIN,2,1993
AB,LOPURIN,2,1997
AB,LOTRISONE,2,2000
AB,LOTRISONE,2,2002
AB,LOTRISONE,2,2003
AB,LOTRISONE,2,2008
AB,LOTRISONE,2,2009
AB,LOVASTATIN,2,2007
AB,"MEGESTROL ACETATE",2,1988
AB,"MEGESTROL ACETATE",2,1989
AB,"MEGESTROL ACETATE",2,1991
AB,"MEGESTROL ACETATE",2,1992
AB,"MEMANTINE HYDROCHLORIDE",2,2010
AB,MERCAPTOPURINE,2,2004
AB,MESALAMINE,2,2004
AB,MESTINON,2,1986
AB,MESTINON,2,1995
AB,MESTINON,2,1996
AB,MESTINON,2,2001
AB,MESTINON,2,2014
AB,METAXALONE,2,2013
AB,"METFORMIN HYDROCHLORIDE",2,2003
AB,"METFORMIN HYDROCHLORIDE",2,2004
AB,"METFORMIN HYDROCHLORIDE",2,2010
AB,"METFORMIN HYDROCHLORIDE",2,2012
AB,"METFORMIN HYDROCHLORIDE",2,2016
AB,METHAZOLAMIDE,2,1993
AB,METHAZOLAMIDE,2,1996
AB,METHAZOLAMIDE,2,1999
AB,METHAZOLAMIDE,2,2000
AB,METHAZOLAMIDE,2,2001
AB,METHIMAZOLE,2,2001
AB,METHIMAZOLE,2,2007
AB,METHIMAZOLE,2,2012
AB,"METHOTREXATE SODIUM",2,1990
AB,"METHOTREXATE SODIUM",2,1991
AB,"METHOTREXATE SODIUM",2,1992
AB,"METHOTREXATE SODIUM",2,1997
AB,"METHOTREXATE SODIUM",2,1999
AB,"METHOTREXATE SODIUM",2,2001
AB,"METHOTREXATE SODIUM",2,2015
AB,METHYLDOPA,2,1995
AB,METHYLDOPA,2,2001
AB,METHYLDOPA,2,2002
AB,"METHYLPHENIDATE HYDROCHLORIDE",2,1979
AB,"METHYLPHENIDATE HYDROCHLORIDE",2,1986
AB,"METHYLPHENIDATE HYDROCHLORIDE",2,2014
AB,"METHYLPHENIDATE HYDROCHLORIDE",2,2016
AB,METHYLPREDNISOLONE,2,1999
AB,"METHYLPREDNISOLONE ACETATE",2,2009
AB,"METOCLOPRAMIDE HYDROCHLORIDE",2,1985
AB,"METOCLOPRAMIDE HYDROCHLORIDE",2,1986
AB,"METOCLOPRAMIDE HYDROCHLORIDE",2,1987
AB,"METOCLOPRAMIDE HYDROCHLORIDE",2,1992
AB,"METOCLOPRAMIDE HYDROCHLORIDE",2,1998
AB,METOLAZONE,2,2003
AB,"METOPROLOL SUCCINATE",2,2009
AB,"METOPROLOL SUCCINATE",2,2010
AB,"METOPROLOL SUCCINATE",2,2012
AB,"METOPROLOL TARTRATE",2,1993
AB,"METOPROLOL TARTRATE",2,1996
AB,"METOPROLOL TARTRATE",2,2003
AB,"METOPROLOL TARTRATE",2,2004
AB,METRONIDAZOLE,2,1988
AB,METRONIDAZOLE,2,2002
AB,METRONIDAZOLE,2,2004
AB,METRONIDAZOLE,2,2009
AB,METRONIDAZOLE,2,2011
AB,"MIDODRINE HYDROCHLORIDE",2,2003
AB,"MIDODRINE HYDROCHLORIDE",2,2004
AB,"MINOCYCLINE HYDROCHLORIDE",2,1991
AB,"MINOCYCLINE HYDROCHLORIDE",2,1994
AB,"MINOCYCLINE HYDROCHLORIDE",2,1995
AB,"MINOCYCLINE HYDROCHLORIDE",2,1998
AB,"MINOCYCLINE HYDROCHLORIDE",2,2003
AB,"MINOCYCLINE HYDROCHLORIDE",2,2009
AB,"MINOCYCLINE HYDROCHLORIDE",2,2013
AB,"MINOCYCLINE HYDROCHLORIDE",2,2014
AB,"MINOCYCLINE HYDROCHLORIDE",2,2016
AB,MINOXIDIL,2,1987
AB,MINOXIDIL,2,1990
AB,MINOXIDIL,2,1991
AB,MINOXIDIL,2,1995
AB,MINOXIDIL,2,1998
AB,MINOXIDIL,2,2001
AB,MINOXIDIL,2,2002
AB,MIRTAZAPINE,2,2004
AB,MIRTAZAPINE,2,2005
AB,MIRTAZAPINE,2,2006
AB,"MOMETASONE FUROATE",2,2003
AB,"MOMETASONE FUROATE",2,2008
AB,"MORPHINE SULFATE",2,2003
AB,"MORPHINE SULFATE",2,2004
AB,"MORPHINE SULFATE",2,2011
AB,MUPIROCIN,2,2003
AB,MUPIROCIN,2,2005
AB,NABUMETONE,2,2002
AB,NADOLOL,2,1996
AB,NADOLOL,2,2001
AB,NADOLOL,2,2002
AB,NADOLOL,2,2015
AB,"NAFTIFINE HYDROCHLORIDE",2,2016
AB,"NALOXONE HYDROCHLORIDE AND PENTAZOCINE HYDROCHLORIDE",2,2000
AB,"NALOXONE HYDROCHLORIDE AND PENTAZOCINE HYDROCHLORIDE",2,2001
AB,"NALTREXONE HYDROCHLORIDE",2,1999
AB,"NALTREXONE HYDROCHLORIDE",2,2002
AB,NAPROSYN,2,1987
AB,NAPROSYN,2,1994
AB,NAPROSYN,2,2001
AB,NAPROSYN,2,2002
AB,NAPROSYN,2,2003
AB,NAPROSYN,2,2004
AB,NAPROSYN,2,2006
AB,NAPROSYN,2,2007
AB,NAPROSYN,2,2008
AB,NAPROSYN,2,2013
AB,NAPROSYN,2,2016
AB,NAPROXEN,2,1993
AB,NAPROXEN,2,1997
AB,NAPROXEN,2,1998
AB,NAPROXEN,2,2002
AB,NAPROXEN,2,2007
AB,"NAPROXEN SODIUM",2,1996
AB,"NAPROXEN SODIUM",2,1997
AB,"NAPROXEN SODIUM",2,1998
AB,"NAPROXEN SODIUM",2,1999
AB,NARATRIPTAN,2,2012
AB,NATEGLINIDE,2,2009
AB,NEURONTIN,2,1998
AB,NEURONTIN,2,2000
AB,NEURONTIN,2,2002
AB,NEURONTIN,2,2005
AB,NEURONTIN,2,2006
AB,NEURONTIN,2,2009
AB,NEURONTIN,2,2010
AB,NEURONTIN,2,2011
AB,NEURONTIN,2,2013
AB,NEURONTIN,2,2014
AB,NEURONTIN,2,2015
AB,NIACIN,2,2005
AB,NIACIN,2,2015
AB,NIFEDIPINE,2,1989
AB,NIFEDIPINE,2,2002
AB,NIFEDIPINE,2,2003
AB,NIMODIPINE,2,2007
AB,NITROFURANTOIN,2,1993
AB,NITROFURANTOIN,2,1999
AB,NITROFURANTOIN,2,2000
AB,NITROFURANTOIN,2,2001
AB,NITROFURANTOIN,2,2002
AB,"NORETHINDRONE ACETATE AND ETHINYL ESTRADIOL",2,2013
AB,"NORETHINDRONE ACETATE AND ETHINYL ESTRADIOL AND FERROUS FUMARATE",2,2014
AB,"NORETHINDRONE AND ETHINYL ESTRADIOL",2,1987
AB,"NORETHINDRONE AND ETHINYL ESTRADIOL",2,1989
AB,"NORETHINDRONE AND ETHINYL ESTRADIOL",2,1990
AB,"NORETHINDRONE AND ETHINYL ESTRADIOL",2,1993
AB,"NORETHINDRONE AND ETHINYL ESTRADIOL",2,1997
AB,"NORETHINDRONE AND ETHINYL ESTRADIOL",2,2001
AB,"NORETHINDRONE AND ETHINYL ESTRADIOL",2,2002
AB,"NORETHINDRONE AND ETHINYL ESTRADIOL AND FERROUS FUMARATE",2,2010
AB,"NORTRIPTYLINE HYDROCHLORIDE",2,2000
AB,OFLOXACIN,2,2003
AB,OFLOXACIN,2,2014
AB,OMEPRAZOLE,2,2009
AB,OMEPRAZOLE,2,2014
AB,OMEPRAZOLE,2,2015
AB,"ORPHENADRINE CITRATE",2,1999
AB,"ORPHENADRINE CITRATE",2,2000
AB,"ORPHENADRINE CITRATE",2,2001
AB,"ORPHENADRINE CITRATE",2,2002
AB,OXANDROLONE,2,2007
AB,OXAPROZIN,2,2001
AB,OXCARBAZEPINE,2,2008
AB,OXCARBAZEPINE,2,2012
AB,"OXYBUTYNIN CHLORIDE",2,1996
AB,"OXYCODONE HYDROCHLORIDE",2,2004
AB,"OXYCODONE HYDROCHLORIDE AND IBUPROFEN",2,2007
AB,"PANTOPRAZOLE SODIUM",2,2007
AB,PAXIL,2,1997
AB,PAXIL,2,1998
AB,PAXIL,2,1999
AB,PAXIL,2,2000
AB,PAXIL,2,2001
AB,PAXIL,2,2006
AB,PAXIL,2,2007
AB,PAXIL,2,2008
AB,PAXIL,2,2009
AB,PAXIL,2,2010
AB,PAXIL,2,2011
AB,PAXIL,2,2012
AB,PAXIL,2,2014
AB,"PENICILLIN V POTASSIUM",2,1988
AB,"PENICILLIN V POTASSIUM",2,1989
AT,"FLUOCINOLONE ACETONIDE",2,1983
AT,"FLUOCINOLONE ACETONIDE",2,1985
AT,"FLUOCINOLONE ACETONIDE",2,1986
AT,"FLUOCINOLONE ACETONIDE",2,1989
AT,"FLUOCINOLONE ACETONIDE",2,1990
AT,"FLUOCINOLONE ACETONIDE",2,1992
AT,"FLUOCINOLONE ACETONIDE",2,2013
AT,"FLUOCINOLONE ACETONIDE",2,2015
AT,FLUOCINONIDE,2,1989
AT,FLUOCINONIDE,2,1995
AT,FLUOCINONIDE,2,1996
AT,FLURANDRENOLIDE,2,2016
AT,"GENTAMICIN SULFATE",2,1983
AT,"GENTAMICIN SULFATE",2,1984
AT,"GENTAMICIN SULFATE",2,1988
AT,"GENTAMICIN SULFATE",2,1992
AT,"GENTAMICIN SULFATE",2,2004
AT,"GLYCINE 1.5% IN PLASTIC CONTAINER",2,1980
AT,"GLYCINE 1.5% IN PLASTIC CONTAINER",2,1981
AT,"GLYCINE 1.5% IN PLASTIC CONTAINER",2,1983
AT,"GLYCINE 1.5% IN PLASTIC CONTAINER",2,1985
AT,"GLYCINE 1.5% IN PLASTIC CONTAINER",2,1987
AT,"GLYCINE 1.5% IN PLASTIC CONTAINER",2,1990
AT,"GLYCINE 1.5% IN PLASTIC CONTAINER",2,1995
AT,"GLYCINE 1.5% IN PLASTIC CONTAINER",2,1997
AT,HYDROCORTISONE,2,1985
AT,HYDROCORTISONE,2,1987
AT,HYDROCORTISONE,2,1990
AT,HYDROCORTISONE,2,1991
AT,HYDROCORTISONE,2,1994
AT,HYDROCORTISONE,2,1998
AT,KENALOG,2,1974
AT,KENALOG,2,1976
AT,KENALOG,2,1977
AT,KENALOG,2,1978
AT,KENALOG,2,1980
AT,KENALOG,2,1982
AT,KENALOG,2,1983
AT,KENALOG,2,1987
AT,"LACTATED RINGER'S IN PLASTIC CONTAINER",2,1982
AT,"LACTATED RINGER'S IN PLASTIC CONTAINER",2,1984
AT,"LACTATED RINGER'S IN PLASTIC CONTAINER",2,1987
AT,"LACTATED RINGER'S IN PLASTIC CONTAINER",2,1990
AT,"LACTATED RINGER'S IN PLASTIC CONTAINER",2,1993
AT,"LACTATED RINGER'S IN PLASTIC CONTAINER",2,1994
AT,"LACTATED RINGER'S IN PLASTIC CONTAINER",2,1997
AT,"LACTATED RINGER'S IN PLASTIC CONTAINER",2,1999
AT,"LEVOBUNOLOL HYDROCHLORIDE",2,1994
AT,"LEVOBUNOLOL HYDROCHLORIDE",2,1995
AT,"LEVOBUNOLOL HYDROCHLORIDE",2,2001
AT,LEVOFLOXACIN,2,2010
AT,LIDOCAINE,2,2016
AT,"LIDOCAINE HYDROCHLORIDE",2,1982
AT,"LIDOCAINE HYDROCHLORIDE",2,1983
AT,"LIDOCAINE HYDROCHLORIDE",2,1986
AT,"LIDOCAINE HYDROCHLORIDE",2,1989
AT,"LIDOCAINE HYDROCHLORIDE",2,1991
AT,"LIDOCAINE HYDROCHLORIDE",2,1992
AT,"LIDOCAINE HYDROCHLORIDE",2,1993
AT,"LIDOCAINE HYDROCHLORIDE",2,1995
AT,"LIDOCAINE HYDROCHLORIDE",2,1996
AT,LINDANE,2,1981
AT,LINDANE,2,1984
AT,LINDANE,2,1991
AT,LINDANE,2,1992
AT,LINDANE,2,1995
AT,LINDANE,2,1996
AT,LINDANE,2,2001
AT,MAXITROL,2,1963
AT,MAXITROL,2,1971
AT,MAXITROL,2,1973
AT,MAXITROL,2,1984
AT,MAXITROL,2,1998
AT,MAXITROL,2,2000
AT,MAXITROL,2,2001
AT,MAXITROL,2,2015
AT,MYDRIACYL,2,1974
AT,MYDRIACYL,2,1984
AT,MYDRIACYL,2,1985
AT,MYDRIACYL,2,1989
AT,MYDRIACYL,2,1992
AT,MYDRIACYL,2,1993
AT,MYDRIACYL,2,1995
AT,MYDRIACYL,2,1997
AT,MYDRIACYL,2,1998
AT,MYDRIACYL,2,1999
AT,MYDRIACYL,2,2000
AT,MYDRIACYL,2,2002
AT,MYKACET,2,1994
AT,MYKACET,2,1996
AT,MYKACET,2,2000
AT,MYKACET,2,2001
AT,"NEOMYCIN AND POLYMYXIN B SULFATE",2,2006
AT,"NEOMYCIN AND POLYMYXIN B SULFATES AND BACITRACIN ZINC",2,1995
AT,"NEOMYCIN AND POLYMYXIN B SULFATES AND BACITRACIN ZINC",2,1996
AT,"NEOMYCIN AND POLYMYXIN B SULFATES AND BACITRACIN ZINC",2,2001
AT,"NEOMYCIN AND POLYMYXIN B SULFATES AND DEXAMETHASONE",2,1996
AT,"NEOMYCIN AND POLYMYXIN B SULFATES AND DEXAMETHASONE",2,2002
AT,"NEOMYCIN AND POLYMYXIN B SULFATES AND HYDROCORTISONE",2,1989
AT,"NEOMYCIN AND POLYMYXIN B SULFATES AND HYDROCORTISONE",2,1991
AT,"NEOMYCIN AND POLYMYXIN B SULFATES AND HYDROCORTISONE",2,1994
AT,NYSTATIN,2,1979
AT,NYSTATIN,2,1992
AT,NYSTATIN,2,1998
AT,"NYSTATIN AND TRIAMCINOLONE ACETONIDE",2,1985
AT,"NYSTATIN AND TRIAMCINOLONE ACETONIDE",2,1989
AT,"NYSTATIN AND TRIAMCINOLONE ACETONIDE",2,1997
AT,"NYSTATIN AND TRIAMCINOLONE ACETONIDE",2,2001
AT,"NYSTATIN AND TRIAMCINOLONE ACETONIDE",2,2002
AT,OFLOXACIN,2,2009
AT,"PROPARACAINE HYDROCHLORIDE",2,2000
AT,"PROPARACAINE HYDROCHLORIDE",2,2001
AT,"RINGER'S IN PLASTIC CONTAINER",2,1979
AT,"RINGER'S IN PLASTIC CONTAINER",2,1980
AT,"RINGER'S IN PLASTIC CONTAINER",2,1981
AT,"RINGER'S IN PLASTIC CONTAINER",2,1984
AT,"RINGER'S IN PLASTIC CONTAINER",2,1986
AT,"RINGER'S IN PLASTIC CONTAINER",2,1993
AT,"RINGER'S IN PLASTIC CONTAINER",2,1998
AT,"RINGER'S IN PLASTIC CONTAINER",2,2014
AT,"SODIUM CHLORIDE 0.9% IN PLASTIC CONTAINER",2,1975
AT,"SODIUM CHLORIDE 0.9% IN PLASTIC CONTAINER",2,1988
AT,"SODIUM CHLORIDE 0.9% IN PLASTIC CONTAINER",2,1992
AT,"SODIUM CHLORIDE 0.9% IN PLASTIC CONTAINER",2,1994
AT,"SODIUM CHLORIDE 0.9% IN PLASTIC CONTAINER",2,1996
AT,"SODIUM CHLORIDE 0.9% IN PLASTIC CONTAINER",2,1997
AT,"SODIUM CHLORIDE 0.9% IN PLASTIC CONTAINER",2,1998
AT,"SODIUM CHLORIDE 0.9% IN PLASTIC CONTAINER",2,2000
AT,"SODIUM CHLORIDE 0.9% IN PLASTIC CONTAINER",2,2014
AT,"SODIUM CHLORIDE 0.9% IN PLASTIC CONTAINER",2,2015
AT,"STERILE WATER IN PLASTIC CONTAINER",2,1974
AT,"STERILE WATER IN PLASTIC CONTAINER",2,1976
AT,"STERILE WATER IN PLASTIC CONTAINER",2,1977
AT,"STERILE WATER IN PLASTIC CONTAINER",2,1978
AT,"STERILE WATER IN PLASTIC CONTAINER",2,1979
AT,"STERILE WATER IN PLASTIC CONTAINER",2,1988
AT,"STERILE WATER IN PLASTIC CONTAINER",2,1989
AT,"STERILE WATER IN PLASTIC CONTAINER",2,1991
AT,"STERILE WATER IN PLASTIC CONTAINER",2,1992
AT,"STERILE WATER IN PLASTIC CONTAINER",2,1993
AT,"STERILE WATER IN PLASTIC CONTAINER",2,1996
AT,"STERILE WATER IN PLASTIC CONTAINER",2,1997
AT,"STERILE WATER IN PLASTIC CONTAINER",2,1998
AT,"STERILE WATER IN PLASTIC CONTAINER",2,2000
AT,"STERILE WATER IN PLASTIC CONTAINER",2,2014
AT,"SULFACETAMIDE SODIUM",2,1995
AT,"SULFACETAMIDE SODIUM AND PREDNISOLONE SODIUM PHOSPHATE",2,1999
AT,SYNACORT,2,1981
AT,SYNACORT,2,1983
AT,SYNACORT,2,1992
AT,SYNALAR,2,1963
AT,SYNALAR,2,1975
AT,SYNALAR,2,1985
AT,SYNALAR,2,1996
AT,"TIMOLOL MALEATE",2,1997
AT,"TIMOLOL MALEATE",2,1998
AT,"TIMOLOL MALEATE",2,1999
AT,"TIMOLOL MALEATE",2,2001
AT,TOBRAMYCIN,2,2001
AT,TOBREX,2,1994
AT,TOBREX,2,1995
AT,TOBREX,2,1996
AT,TOBREX,2,1998
AT,TOBREX,2,1999
AT,TOBREX,2,2000
AT,TOBREX,2,2002
AT,"TRIAMCINOLONE ACETONIDE",2,1978
AT,"TRIAMCINOLONE ACETONIDE",2,1983
AT,"TRIAMCINOLONE ACETONIDE",2,1985
AT,"TRIAMCINOLONE ACETONIDE",2,1998
AT,"TRIAMCINOLONE ACETONIDE",2,1999
AT,"TRIAMCINOLONE ACETONIDE",2,2006
AT,"TRIAMCINOLONE ACETONIDE",2,2014
AT,"TRIMETHOPRIM SULFATE AND POLYMYXIN B SULFATE",2,2000
AT,"TRIMETHOPRIM SULFATE AND POLYMYXIN B SULFATE",2,2001
AT,"TRIMETHOPRIM SULFATE AND POLYMYXIN B SULFATE",2,2002
AT,TROPICACYL,2,2000
AT,TROPICACYL,2,2001
AT,TROPICAMIDE,2,1994
AT,TROPICAMIDE,2,1997
AT,TROPICAMIDE,2,1998
AT,TROPICAMIDE,2,1999
AT,TROPICAMIDE,2,2000
AT,TROPICAMIDE,2,2001
AT1,"TIMOLOL MALEATE",2,2001
AT2,"BROMFENAC SODIUM",2,2014
BD,PROPYLTHIOURACIL,2,1987
BD,PROPYLTHIOURACIL,2,1996
BD,PROPYLTHIOURACIL,2,1999
BD,PROPYLTHIOURACIL,2,2001
BP,DEXAMETHASONE,2,1975
BS,"GALLIUM CITRATE GA 67",2,1979
BS,"GALLIUM CITRATE GA 67",2,1982
BS,"GALLIUM CITRATE GA 67",2,1984
AP,"HEPARIN SODIUM PRESERVATIVE FREE",2,2010
AP,"HEPARIN SODIUM PRESERVATIVE FREE",2,2014
AP,"HYDRALAZINE HYDROCHLORIDE",2,2013
AP,"HYDROMORPHONE HYDROCHLORIDE",2,2010
AP,"HYDROXYZINE HYDROCHLORIDE",2,1981
AP,"HYDROXYZINE HYDROCHLORIDE",2,1996
AP,"HYDROXYZINE HYDROCHLORIDE",2,2002
AP,"IBANDRONATE SODIUM",2,2015
AP,"INTRALIPID 20%",2,1997
AP,"INTRALIPID 20%",2,2000
AP,"INTRALIPID 20%",2,2001
AP,"IRINOTECAN HYDROCHLORIDE",2,2010
AP,"IRINOTECAN HYDROCHLORIDE",2,2011
AP,"KETAMINE HYDROCHLORIDE",2,1996
AP,"KETAMINE HYDROCHLORIDE",2,1999
AP,"KETOROLAC TROMETHAMINE",2,1999
AP,"KETOROLAC TROMETHAMINE",2,2000
AP,"KETOROLAC TROMETHAMINE",2,2001
AP,"KETOROLAC TROMETHAMINE",2,2004
AP,"KETOROLAC TROMETHAMINE",2,2007
AP,"KETOROLAC TROMETHAMINE",2,2014
AP,"LACTATED RINGER'S IN PLASTIC CONTAINER",2,1976
AP,"LACTATED RINGER'S IN PLASTIC CONTAINER",2,1977
AP,"LACTATED RINGER'S IN PLASTIC CONTAINER",2,1978
AP,"LACTATED RINGER'S IN PLASTIC CONTAINER",2,1979
AP,"LACTATED RINGER'S IN PLASTIC CONTAINER",2,1980
AP,"LACTATED RINGER'S IN PLASTIC CONTAINER",2,1981
